Episode no = 100; won: False; iter_time_steps = 29; Q(s,a) = -0.7007738802673569; score = -508.0; mean_score/100_episodes = -461.72; reward = -506.0; mean_reward/100_episodes = -452.95; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.9866666666666667, win percentage = 0.0, 2024-12-20 14:29:25
Episode no = 101900; won: False; iter_time_steps = 501; Q(s,a) = 196.12820761687487; score = -170.0; mean_score/100_episodes = -4.45; reward = -87.0; mean_reward/100_episodes = -20.25; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-21 15:40:37
Episode no = 102000; won: False; iter_time_steps = 263; Q(s,a) = 201.40026228137995; score = 328.0; mean_score/100_episodes = 91.91; reward = 268.0; mean_reward/100_episodes = 27.49; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 15:42:13
Episode no = 102100; won: False; iter_time_steps = 12; Q(s,a) = 192.39498416085655; score = -401.0; mean_score/100_episodes = 21.47; reward = -390.0; mean_reward/100_episodes = -6.34; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-21 15:43:48
Episode no = 102200; won: False; iter_time_steps = 144; Q(s,a) = 196.62594674777122; score = -133.0; mean_score/100_episodes = -5.48; reward = -82.0; mean_reward/100_episodes = -30.53; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 15:45:18
Episode no = 102300; won: False; iter_time_steps = 140; Q(s,a) = 195.40743117040054; score = 81.0; mean_score/100_episodes = -21.1; reward = 153.0; mean_reward/100_episodes = -45.0; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 15:46:42
Episode no = 102400; won: False; iter_time_steps = 75; Q(s,a) = 194.69126596395253; score = 6.0; mean_score/100_episodes = -53.43; reward = 64.0; mean_reward/100_episodes = -74.22; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 15:48:18
Episode no = 102500; won: False; iter_time_steps = 114; Q(s,a) = 194.6870997450567; score = 167.0; mean_score/100_episodes = 12.82; reward = 65.0; mean_reward/100_episodes = -19.29; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 15:49:57
Episode no = 102600; won: False; iter_time_steps = 70; Q(s,a) = 196.23080989601866; score = -249.0; mean_score/100_episodes = -20.72; reward = -217.0; mean_reward/100_episodes = -42.48; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-21 15:51:24
Episode no = 102700; won: False; iter_time_steps = 107; Q(s,a) = 193.62993513909583; score = -6.0; mean_score/100_episodes = 10.38; reward = 54.0; mean_reward/100_episodes = -10.23; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 15:53:19
Episode no = 102800; won: False; iter_time_steps = 202; Q(s,a) = 195.6612342522908; score = -51.0; mean_score/100_episodes = -52.25; reward = 14.0; mean_reward/100_episodes = -58.93; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 15:54:35
Episode no = 102900; won: False; iter_time_steps = 211; Q(s,a) = 195.9485381473759; score = 130.0; mean_score/100_episodes = -23.62; reward = 214.0; mean_reward/100_episodes = -34.92; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 15:56:16
Episode no = 103000; won: False; iter_time_steps = 27; Q(s,a) = 195.72078167311676; score = -296.0; mean_score/100_episodes = -9.01; reward = -273.0; mean_reward/100_episodes = -26.35; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 15:57:49
Episode no = 103100; won: False; iter_time_steps = 18; Q(s,a) = 196.72714498446098; score = -347.0; mean_score/100_episodes = -32.68; reward = -330.0; mean_reward/100_episodes = -48.7; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 15:59:22
Episode no = 103200; won: False; iter_time_steps = 37; Q(s,a) = 195.799681268133; score = -56.0; mean_score/100_episodes = 18.41; reward = -177.0; mean_reward/100_episodes = -9.73; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 16:01:02
Episode no = 103300; won: False; iter_time_steps = 77; Q(s,a) = 196.27644091523314; score = 434.0; mean_score/100_episodes = -22.69; reward = 197.0; mean_reward/100_episodes = -41.93; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-21 16:02:25
Episode no = 103400; won: False; iter_time_steps = 139; Q(s,a) = 195.09867017284543; score = 22.0; mean_score/100_episodes = -57.96; reward = 77.0; mean_reward/100_episodes = -82.78; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 16:03:43
Episode no = 103500; won: False; iter_time_steps = 250; Q(s,a) = 195.4748538426427; score = 1.0; mean_score/100_episodes = -13.09; reward = 76.0; mean_reward/100_episodes = -38.37; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 16:05:17
Episode no = 103600; won: False; iter_time_steps = 287; Q(s,a) = 193.03279554226273; score = 434.0; mean_score/100_episodes = 10.08; reward = 196.0; mean_reward/100_episodes = -15.37; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-21 16:06:55
Episode no = 103700; won: False; iter_time_steps = 21; Q(s,a) = 193.918469077791; score = -320.0; mean_score/100_episodes = 17.21; reward = -300.0; mean_reward/100_episodes = -14.1; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 16:08:48
Episode no = 103800; won: False; iter_time_steps = 12; Q(s,a) = 194.8100491491461; score = -401.0; mean_score/100_episodes = -39.82; reward = -390.0; mean_reward/100_episodes = -58.83; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 16:10:42
Episode no = 103900; won: False; iter_time_steps = 23; Q(s,a) = 194.10400132289666; score = -322.0; mean_score/100_episodes = -76.69; reward = -291.0; mean_reward/100_episodes = -85.45; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 16:12:19
Episode no = 104000; won: False; iter_time_steps = 28; Q(s,a) = 195.37280809848463; score = -257.0; mean_score/100_episodes = -88.36; reward = -230.0; mean_reward/100_episodes = -92.52; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 16:13:41
Episode no = 104100; won: False; iter_time_steps = 30; Q(s,a) = 194.9777346614521; score = -289.0; mean_score/100_episodes = -42.99; reward = -254.0; mean_reward/100_episodes = -56.26; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 16:15:16
Episode no = 104200; won: False; iter_time_steps = 58; Q(s,a) = 195.4338668071423; score = 153.0; mean_score/100_episodes = -31.44; reward = 55.0; mean_reward/100_episodes = -57.64; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 16:16:42
Episode no = 104300; won: False; iter_time_steps = 88; Q(s,a) = 194.64541402917683; score = -167.0; mean_score/100_episodes = -29.95; reward = -125.0; mean_reward/100_episodes = -57.92; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-21 16:18:07
Episode no = 104400; won: False; iter_time_steps = 39; Q(s,a) = 194.88760100264793; score = -238.0; mean_score/100_episodes = -69.82; reward = -197.0; mean_reward/100_episodes = -68.13; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 16:19:42
Episode no = 104500; won: False; iter_time_steps = 65; Q(s,a) = 195.20544466824785; score = -94.0; mean_score/100_episodes = -102.05; reward = -36.0; mean_reward/100_episodes = -99.51; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 16:21:16
Episode no = 104600; won: False; iter_time_steps = 111; Q(s,a) = 194.92839216869518; score = 10.0; mean_score/100_episodes = -85.68; reward = -86.0; mean_reward/100_episodes = -87.13; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 16:22:40
Episode no = 104700; won: False; iter_time_steps = 30; Q(s,a) = 195.32436313141196; score = -249.0; mean_score/100_episodes = -16.61; reward = -221.0; mean_reward/100_episodes = -51.32; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 16:24:02
Episode no = 104800; won: False; iter_time_steps = 282; Q(s,a) = 194.57476209287887; score = 519.0; mean_score/100_episodes = -59.86; reward = 311.0; mean_reward/100_episodes = -67.5; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-21 16:25:42
Episode no = 104900; won: False; iter_time_steps = 239; Q(s,a) = 198.2833210482726; score = 232.0; mean_score/100_episodes = 7.92; reward = 160.0; mean_reward/100_episodes = -27.34; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 16:27:09
Episode no = 105000; won: False; iter_time_steps = 149; Q(s,a) = 194.8909290176477; score = 312.0; mean_score/100_episodes = 35.75; reward = 228.0; mean_reward/100_episodes = 9.91; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 16:28:48
Episode no = 105100; won: False; iter_time_steps = 177; Q(s,a) = 194.94040004544615; score = 204.0; mean_score/100_episodes = -56.19; reward = 292.0; mean_reward/100_episodes = -68.35; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 16:30:16
Episode no = 105200; won: False; iter_time_steps = 89; Q(s,a) = 195.51962489233736; score = -128.0; mean_score/100_episodes = 5.21; reward = -82.0; mean_reward/100_episodes = -31.44; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 16:31:50
Episode no = 105300; won: False; iter_time_steps = 24; Q(s,a) = 196.55749877784604; score = -333.0; mean_score/100_episodes = -16.72; reward = -314.0; mean_reward/100_episodes = -30.05; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 16:33:16
Episode no = 105400; won: False; iter_time_steps = 36; Q(s,a) = 194.270644504587; score = -255.0; mean_score/100_episodes = -70.8; reward = -227.0; mean_reward/100_episodes = -66.0; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 16:34:47
Episode no = 105500; won: False; iter_time_steps = 187; Q(s,a) = 197.11728458766234; score = 14.0; mean_score/100_episodes = -26.82; reward = 84.0; mean_reward/100_episodes = -39.8; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 16:36:20
Episode no = 105600; won: False; iter_time_steps = 19; Q(s,a) = 194.82968529589047; score = -358.0; mean_score/100_episodes = -125.77; reward = -342.0; mean_reward/100_episodes = -137.34; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 16:37:30
Episode no = 105700; won: False; iter_time_steps = 70; Q(s,a) = 195.71478712778458; score = 401.0; mean_score/100_episodes = 2.41; reward = 149.0; mean_reward/100_episodes = -16.47; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 16:39:05
Episode no = 105800; won: False; iter_time_steps = 159; Q(s,a) = 197.780077709823; score = 662.0; mean_score/100_episodes = -9.81; reward = 434.0; mean_reward/100_episodes = -29.06; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 16:40:33
Episode no = 105900; won: False; iter_time_steps = 69; Q(s,a) = 197.4257491771226; score = -318.0; mean_score/100_episodes = 15.02; reward = -282.0; mean_reward/100_episodes = -26.48; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-21 16:42:14
Episode no = 106000; won: False; iter_time_steps = 110; Q(s,a) = 194.7352718152545; score = 11.0; mean_score/100_episodes = 18.4; reward = 73.0; mean_reward/100_episodes = -2.91; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 16:44:00
Episode no = 106100; won: False; iter_time_steps = 30; Q(s,a) = 194.63541588008766; score = -259.0; mean_score/100_episodes = 1.12; reward = -232.0; mean_reward/100_episodes = -19.12; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 16:45:48
Episode no = 106200; won: False; iter_time_steps = 267; Q(s,a) = 194.45484038408085; score = 184.0; mean_score/100_episodes = -14.16; reward = 279.0; mean_reward/100_episodes = -38.37; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.03, 2024-12-21 16:47:29
Episode no = 106300; won: False; iter_time_steps = 221; Q(s,a) = 207.19605563881646; score = 660.0; mean_score/100_episodes = -68.4; reward = 280.0; mean_reward/100_episodes = -91.63; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 16:48:46
Episode no = 106400; won: False; iter_time_steps = 148; Q(s,a) = 196.2108306441582; score = -147.0; mean_score/100_episodes = 50.93; reward = -97.0; mean_reward/100_episodes = -14.77; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-21 16:50:16
Episode no = 106500; won: False; iter_time_steps = 166; Q(s,a) = 200.72841481392223; score = 445.0; mean_score/100_episodes = 5.55; reward = 376.0; mean_reward/100_episodes = -16.44; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 16:52:06
Episode no = 106600; won: False; iter_time_steps = 315; Q(s,a) = 195.71225882705997; score = 116.0; mean_score/100_episodes = 5.07; reward = 209.0; mean_reward/100_episodes = -12.61; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 16:53:51
Episode no = 106700; won: False; iter_time_steps = 298; Q(s,a) = 193.74065497390535; score = -97.0; mean_score/100_episodes = -25.47; reward = -27.0; mean_reward/100_episodes = -50.55; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 16:55:20
Episode no = 106800; won: False; iter_time_steps = 213; Q(s,a) = 197.8357118863223; score = 548.0; mean_score/100_episodes = -95.61; reward = 314.0; mean_reward/100_episodes = -109.22; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 16:56:51
Episode no = 106900; won: False; iter_time_steps = 67; Q(s,a) = 194.21673475500344; score = 144.0; mean_score/100_episodes = 70.43; reward = 35.0; mean_reward/100_episodes = 16.67; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 16:58:46
Episode no = 107000; won: False; iter_time_steps = 36; Q(s,a) = 222.57004472729722; score = 5.0; mean_score/100_episodes = 48.49; reward = -121.0; mean_reward/100_episodes = -14.9; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 17:00:34
Episode no = 107100; won: False; iter_time_steps = 112; Q(s,a) = 194.6248284371873; score = 9.0; mean_score/100_episodes = 6.59; reward = 71.0; mean_reward/100_episodes = -43.8; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 17:02:14
Episode no = 107200; won: False; iter_time_steps = 124; Q(s,a) = 194.79966061555245; score = 177.0; mean_score/100_episodes = 14.15; reward = 257.0; mean_reward/100_episodes = -18.4; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 17:04:05
Episode no = 107300; won: False; iter_time_steps = 148; Q(s,a) = 194.29407875699252; score = -147.0; mean_score/100_episodes = -46.52; reward = -97.0; mean_reward/100_episodes = -66.15; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 17:05:53
Episode no = 107400; won: False; iter_time_steps = 100; Q(s,a) = 197.93106526891424; score = 181.0; mean_score/100_episodes = -36.91; reward = 90.0; mean_reward/100_episodes = -63.29; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 17:07:08
Episode no = 107500; won: False; iter_time_steps = 278; Q(s,a) = 193.7577055403636; score = 253.0; mean_score/100_episodes = -22.8; reward = 176.0; mean_reward/100_episodes = -46.27; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 17:08:40
Episode no = 107600; won: False; iter_time_steps = 270; Q(s,a) = 209.94825110180045; score = 311.0; mean_score/100_episodes = -10.52; reward = 59.0; mean_reward/100_episodes = -43.22; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 17:10:12
Episode no = 107700; won: False; iter_time_steps = 123; Q(s,a) = 213.8937309352042; score = 258.0; mean_score/100_episodes = -41.09; reward = 177.0; mean_reward/100_episodes = -53.07; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 17:11:40
Episode no = 107800; won: False; iter_time_steps = 67; Q(s,a) = 196.03418070927793; score = 394.0; mean_score/100_episodes = -10.31; reward = 141.0; mean_reward/100_episodes = -34.49; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 17:13:18
Episode no = 107900; won: False; iter_time_steps = 168; Q(s,a) = 196.23742542591722; score = 443.0; mean_score/100_episodes = -34.66; reward = 385.0; mean_reward/100_episodes = -53.23; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 17:15:05
Episode no = 108000; won: False; iter_time_steps = 40; Q(s,a) = 194.10848338301707; score = 31.0; mean_score/100_episodes = 9.35; reward = -92.0; mean_reward/100_episodes = -37.88; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-21 17:16:53
Episode no = 108100; won: False; iter_time_steps = 23; Q(s,a) = 194.04613982979637; score = -322.0; mean_score/100_episodes = 10.05; reward = -302.0; mean_reward/100_episodes = -34.51; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 17:18:33
Episode no = 108200; won: False; iter_time_steps = 20; Q(s,a) = 197.26768543352154; score = -349.0; mean_score/100_episodes = 0.3; reward = -332.0; mean_reward/100_episodes = -36.86; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 17:20:13
Episode no = 108300; won: False; iter_time_steps = 29; Q(s,a) = 195.25645925117087; score = -308.0; mean_score/100_episodes = -18.58; reward = -286.0; mean_reward/100_episodes = -39.07; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 17:21:48
Episode no = 108400; won: False; iter_time_steps = 16; Q(s,a) = 194.41820911674083; score = -375.0; mean_score/100_episodes = -39.89; reward = -361.0; mean_reward/100_episodes = -49.47; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 17:23:12
Episode no = 108500; won: False; iter_time_steps = 25; Q(s,a) = 194.1824689697158; score = -294.0; mean_score/100_episodes = -60.76; reward = -271.0; mean_reward/100_episodes = -80.44; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 17:24:36
Episode no = 108600; won: False; iter_time_steps = 173; Q(s,a) = 194.96072021613622; score = 78.0; mean_score/100_episodes = -12.81; reward = -27.0; mean_reward/100_episodes = -45.0; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-21 17:25:53
Episode no = 108700; won: False; iter_time_steps = 25; Q(s,a) = 195.43488113269643; score = -314.0; mean_score/100_episodes = -12.43; reward = -293.0; mean_reward/100_episodes = -35.42; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 17:27:15
Episode no = 108800; won: False; iter_time_steps = 33; Q(s,a) = 191.85094441482408; score = -232.0; mean_score/100_episodes = -37.74; reward = -202.0; mean_reward/100_episodes = -46.35; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 17:28:39
Episode no = 108900; won: False; iter_time_steps = 55; Q(s,a) = 221.65302590175494; score = 86.0; mean_score/100_episodes = -70.67; reward = -30.0; mean_reward/100_episodes = -86.83; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 17:30:06
Episode no = 109000; won: False; iter_time_steps = 110; Q(s,a) = 194.27878516607635; score = 431.0; mean_score/100_episodes = 108.57; reward = 366.0; mean_reward/100_episodes = 35.43; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.03, 2024-12-21 17:31:51
Episode no = 109100; won: False; iter_time_steps = 20; Q(s,a) = 193.69317234485058; score = -349.0; mean_score/100_episodes = 11.04; reward = -332.0; mean_reward/100_episodes = -36.08; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 17:33:20
Episode no = 109200; won: False; iter_time_steps = 87; Q(s,a) = 195.19946076625473; score = 74.0; mean_score/100_episodes = -25.29; reward = 151.0; mean_reward/100_episodes = -55.92; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-21 17:35:11
Episode no = 109300; won: False; iter_time_steps = 26; Q(s,a) = 195.13679000337163; score = -295.0; mean_score/100_episodes = -43.0; reward = -272.0; mean_reward/100_episodes = -71.1; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 17:36:43
Episode no = 109400; won: False; iter_time_steps = 155; Q(s,a) = 196.49934878234043; score = 646.0; mean_score/100_episodes = -24.29; reward = 427.0; mean_reward/100_episodes = -54.31; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 17:38:10
Episode no = 109500; won: False; iter_time_steps = 9; Q(s,a) = 193.95648608197985; score = -438.0; mean_score/100_episodes = -127.57; reward = -420.0; mean_reward/100_episodes = -128.53; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 17:39:20
Episode no = 109600; won: False; iter_time_steps = 196; Q(s,a) = 197.12037161036588; score = 145.0; mean_score/100_episodes = 35.21; reward = 229.0; mean_reward/100_episodes = 3.9; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-21 17:41:05
Episode no = 109700; won: False; iter_time_steps = 302; Q(s,a) = 195.404822114663; score = 339.0; mean_score/100_episodes = 28.31; reward = 273.0; mean_reward/100_episodes = -9.03; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 17:42:51
Episode no = 109800; won: False; iter_time_steps = 74; Q(s,a) = 195.01421890234468; score = -163.0; mean_score/100_episodes = 23.85; reward = -122.0; mean_reward/100_episodes = -5.24; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-21 17:44:41
Episode no = 109900; won: False; iter_time_steps = 30; Q(s,a) = 194.233327978166; score = -319.0; mean_score/100_episodes = -52.39; reward = -298.0; mean_reward/100_episodes = -83.01; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.03, 2024-12-21 17:46:10
Episode no = 110000; won: False; iter_time_steps = 173; Q(s,a) = 194.46169623564788; score = 368.0; mean_score/100_episodes = -79.81; reward = 292.0; mean_reward/100_episodes = -93.04; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-21 17:47:30
