Episode no = 100; won: False; iter_time_steps = 10; Q(s,a) = -0.14954057989401956; score = -509.0; mean_score/100_episodes = -509.04; reward = -509.0; mean_reward/100_episodes = -508.99; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.9866666666666667, win percentage = 0.0, 2024-12-10 14:19:41
Episode no = 55000; won: False; iter_time_steps = 24; Q(s,a) = 40.9212605514492; score = -513.0; mean_score/100_episodes = 121.94; reward = -512.0; mean_reward/100_episodes = -135.46; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.63, 2024-12-10 16:20:06
Episode no = 55100; won: True; iter_time_steps = 21; Q(s,a) = 143.1810403992654; score = 500.0; mean_score/100_episodes = 160.89; reward = 91.0; mean_reward/100_episodes = -112.77; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.67, 2024-12-10 16:20:25
Episode no = 55200; won: False; iter_time_steps = 35; Q(s,a) = 53.92033798102587; score = -524.0; mean_score/100_episodes = 170.38; reward = -523.0; mean_reward/100_episodes = -107.39; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.68, 2024-12-10 16:20:45
Episode no = 55300; won: False; iter_time_steps = 13; Q(s,a) = 41.64149694258521; score = -512.0; mean_score/100_episodes = 190.38; reward = -512.0; mean_reward/100_episodes = -95.47; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.7, 2024-12-10 16:21:05
Episode no = 55400; won: True; iter_time_steps = 20; Q(s,a) = 148.11392287829497; score = 501.0; mean_score/100_episodes = 100.32; reward = 92.0; mean_reward/100_episodes = -148.79; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.61, 2024-12-10 16:21:22
Episode no = 55500; won: True; iter_time_steps = 41; Q(s,a) = 160.92875986982395; score = 480.0; mean_score/100_episodes = 181.96; reward = 71.0; mean_reward/100_episodes = -100.02; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.69, 2024-12-10 16:21:38
Episode no = 55600; won: True; iter_time_steps = 20; Q(s,a) = 173.00529641077657; score = 501.0; mean_score/100_episodes = 200.62; reward = 92.0; mean_reward/100_episodes = -89.26; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.71, 2024-12-10 16:21:56
Episode no = 55700; won: True; iter_time_steps = 33; Q(s,a) = 151.30383951256627; score = 488.0; mean_score/100_episodes = 200.3; reward = 79.0; mean_reward/100_episodes = -89.77; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.71, 2024-12-10 16:22:16
Episode no = 55800; won: True; iter_time_steps = 17; Q(s,a) = 157.68900011053768; score = 504.0; mean_score/100_episodes = 139.32; reward = 95.0; mean_reward/100_episodes = -126.04; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.65, 2024-12-10 16:22:34
Episode no = 55900; won: False; iter_time_steps = 19; Q(s,a) = 29.668783323979603; score = -508.0; mean_score/100_episodes = 162.29; reward = -507.0; mean_reward/100_episodes = -111.39; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.67, 2024-12-10 16:22:52
Episode no = 56000; won: True; iter_time_steps = 48; Q(s,a) = 175.81661478345774; score = 473.0; mean_score/100_episodes = 191.27; reward = 64.0; mean_reward/100_episodes = -94.81; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.7, 2024-12-10 16:23:11
Episode no = 56100; won: True; iter_time_steps = 20; Q(s,a) = 162.02300868864478; score = 501.0; mean_score/100_episodes = 150.47; reward = 92.0; mean_reward/100_episodes = -118.97; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.66, 2024-12-10 16:23:31
Episode no = 56200; won: True; iter_time_steps = 20; Q(s,a) = 162.85105292128378; score = 501.0; mean_score/100_episodes = 182.03; reward = 92.0; mean_reward/100_episodes = -99.94; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.69, 2024-12-10 16:23:50
Episode no = 56300; won: True; iter_time_steps = 18; Q(s,a) = 161.28765644113966; score = 503.0; mean_score/100_episodes = 181.56; reward = 94.0; mean_reward/100_episodes = -100.31; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.69, 2024-12-10 16:24:08
Episode no = 56400; won: False; iter_time_steps = 15; Q(s,a) = 49.85967273955066; score = -504.0; mean_score/100_episodes = 183.35; reward = -503.0; mean_reward/100_episodes = -98.63; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.69, 2024-12-10 16:24:26
Episode no = 56500; won: True; iter_time_steps = 19; Q(s,a) = 161.40305576879373; score = 502.0; mean_score/100_episodes = 272.4; reward = 93.0; mean_reward/100_episodes = -46.32; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.78, 2024-12-10 16:24:45
Episode no = 56600; won: True; iter_time_steps = 27; Q(s,a) = 163.05462751303162; score = 494.0; mean_score/100_episodes = 139.8; reward = 85.0; mean_reward/100_episodes = -125.54; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.65, 2024-12-10 16:25:04
Episode no = 56700; won: True; iter_time_steps = 23; Q(s,a) = 176.8366712716512; score = 498.0; mean_score/100_episodes = 142.03; reward = 89.0; mean_reward/100_episodes = -123.48; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.65, 2024-12-10 16:25:22
Episode no = 56800; won: False; iter_time_steps = 34; Q(s,a) = 55.786464904766575; score = -523.0; mean_score/100_episodes = 140.31; reward = -522.0; mean_reward/100_episodes = -125.3; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.65, 2024-12-10 16:25:42
Episode no = 56900; won: True; iter_time_steps = 23; Q(s,a) = 178.4060981022243; score = 498.0; mean_score/100_episodes = 171.39; reward = 89.0; mean_reward/100_episodes = -106.5; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.68, 2024-12-10 16:26:00
Episode no = 57000; won: True; iter_time_steps = 20; Q(s,a) = 144.75121634682068; score = 501.0; mean_score/100_episodes = 283.29; reward = 92.0; mean_reward/100_episodes = -39.62; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.79, 2024-12-10 16:26:19
Episode no = 57100; won: True; iter_time_steps = 18; Q(s,a) = 94.93106317843862; score = 503.0; mean_score/100_episodes = 118.46; reward = 94.0; mean_reward/100_episodes = -138.87; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.63, 2024-12-10 16:26:40
Episode no = 57200; won: True; iter_time_steps = 31; Q(s,a) = 180.29401776786588; score = 490.0; mean_score/100_episodes = 203.2; reward = 81.0; mean_reward/100_episodes = -86.84; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.71, 2024-12-10 16:26:58
Episode no = 57300; won: False; iter_time_steps = 15; Q(s,a) = 53.05209241180699; score = -504.0; mean_score/100_episodes = 141.2; reward = -503.0; mean_reward/100_episodes = -124.27; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.65, 2024-12-10 16:27:17
Episode no = 57400; won: True; iter_time_steps = 23; Q(s,a) = 87.21422674721357; score = 498.0; mean_score/100_episodes = 252.84; reward = 89.0; mean_reward/100_episodes = -57.78; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.76, 2024-12-10 16:27:36
Episode no = 57500; won: True; iter_time_steps = 28; Q(s,a) = 174.80558782255497; score = 493.0; mean_score/100_episodes = 210.99; reward = 84.0; mean_reward/100_episodes = -83.03; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.72, 2024-12-10 16:27:56
Episode no = 57600; won: False; iter_time_steps = 13; Q(s,a) = 51.01327111415847; score = -502.0; mean_score/100_episodes = 273.83; reward = -501.0; mean_reward/100_episodes = -45.01; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.78, 2024-12-10 16:28:14
Episode no = 57700; won: False; iter_time_steps = 15; Q(s,a) = 51.06529717174508; score = -504.0; mean_score/100_episodes = 233.92; reward = -503.0; mean_reward/100_episodes = -68.54; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.74, 2024-12-10 16:28:32
Episode no = 57800; won: False; iter_time_steps = 10; Q(s,a) = 53.891729189656104; score = -509.0; mean_score/100_episodes = 183.16; reward = -509.0; mean_reward/100_episodes = -98.56; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.69, 2024-12-10 16:28:50
Episode no = 57900; won: True; iter_time_steps = 19; Q(s,a) = 169.75306196584785; score = 502.0; mean_score/100_episodes = 192.82; reward = 93.0; mean_reward/100_episodes = -93.08; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.7, 2024-12-10 16:29:08
Episode no = 58000; won: True; iter_time_steps = 20; Q(s,a) = 170.0680488555905; score = 501.0; mean_score/100_episodes = 192.27; reward = 92.0; mean_reward/100_episodes = -93.63; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.7, 2024-12-10 16:29:27
Episode no = 58100; won: True; iter_time_steps = 17; Q(s,a) = 171.61979035108251; score = 504.0; mean_score/100_episodes = 142.39; reward = 95.0; mean_reward/100_episodes = -123.14; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.65, 2024-12-10 16:29:45
Episode no = 58200; won: True; iter_time_steps = 17; Q(s,a) = 170.87864125543524; score = 504.0; mean_score/100_episodes = 263.28; reward = 95.0; mean_reward/100_episodes = -51.43; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.77, 2024-12-10 16:30:04
Episode no = 58300; won: True; iter_time_steps = 28; Q(s,a) = 188.67754655956924; score = 493.0; mean_score/100_episodes = 233.83; reward = 84.0; mean_reward/100_episodes = -68.51; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.74, 2024-12-10 16:30:22
Episode no = 58400; won: False; iter_time_steps = 15; Q(s,a) = 41.305080760701586; score = -504.0; mean_score/100_episodes = 181.98; reward = -503.0; mean_reward/100_episodes = -99.99; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.69, 2024-12-10 16:30:41
Episode no = 58500; won: True; iter_time_steps = 27; Q(s,a) = 192.69809319697873; score = 494.0; mean_score/100_episodes = 162.2; reward = 85.0; mean_reward/100_episodes = -111.47; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.67, 2024-12-10 16:31:00
Episode no = 58600; won: True; iter_time_steps = 26; Q(s,a) = 139.70963084941562; score = 495.0; mean_score/100_episodes = 172.1; reward = 86.0; mean_reward/100_episodes = -105.43; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.68, 2024-12-10 16:31:18
Episode no = 58700; won: True; iter_time_steps = 24; Q(s,a) = 188.71840012342616; score = 497.0; mean_score/100_episodes = 243.75; reward = 88.0; mean_reward/100_episodes = -62.44; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.75, 2024-12-10 16:31:36
Episode no = 58800; won: False; iter_time_steps = 14; Q(s,a) = 51.53021205132998; score = -503.0; mean_score/100_episodes = 194.17; reward = -502.0; mean_reward/100_episodes = -91.77; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.7, 2024-12-10 16:31:54
Episode no = 58900; won: True; iter_time_steps = 24; Q(s,a) = 182.25711705837577; score = 497.0; mean_score/100_episodes = 183.09; reward = 88.0; mean_reward/100_episodes = -98.79; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.69, 2024-12-10 16:32:10
Episode no = 59000; won: True; iter_time_steps = 16; Q(s,a) = 170.45528716216813; score = 505.0; mean_score/100_episodes = 182.75; reward = 96.0; mean_reward/100_episodes = -98.99; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.69, 2024-12-10 16:32:25
Episode no = 59100; won: True; iter_time_steps = 18; Q(s,a) = 165.358654922622; score = 503.0; mean_score/100_episodes = 183.24; reward = 94.0; mean_reward/100_episodes = -98.71; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.69, 2024-12-10 16:32:40
Episode no = 59200; won: True; iter_time_steps = 18; Q(s,a) = 174.71049984982596; score = 503.0; mean_score/100_episodes = 214.49; reward = 94.0; mean_reward/100_episodes = -79.63; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.72, 2024-12-10 16:32:55
Episode no = 59300; won: False; iter_time_steps = 9; Q(s,a) = 30.126041336418158; score = -508.0; mean_score/100_episodes = 224.73; reward = -508.0; mean_reward/100_episodes = -73.51; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.73, 2024-12-10 16:33:12
Episode no = 59400; won: True; iter_time_steps = 17; Q(s,a) = 186.3211129749055; score = 504.0; mean_score/100_episodes = 162.77; reward = 95.0; mean_reward/100_episodes = -110.87; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.67, 2024-12-10 16:33:30
Episode no = 59500; won: True; iter_time_steps = 21; Q(s,a) = 178.27414311506362; score = 500.0; mean_score/100_episodes = 264.67; reward = 91.0; mean_reward/100_episodes = -50.05; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.77, 2024-12-10 16:33:48
Episode no = 59600; won: True; iter_time_steps = 22; Q(s,a) = 189.64915487897954; score = 499.0; mean_score/100_episodes = 255.87; reward = 90.0; mean_reward/100_episodes = -54.78; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.76, 2024-12-10 16:34:05
Episode no = 59700; won: True; iter_time_steps = 18; Q(s,a) = 179.1827514344337; score = 503.0; mean_score/100_episodes = 215.11; reward = 94.0; mean_reward/100_episodes = -79.14; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.72, 2024-12-10 16:34:21
Episode no = 59800; won: False; iter_time_steps = 16; Q(s,a) = 119.63343909009699; score = -505.0; mean_score/100_episodes = 235.51; reward = -504.0; mean_reward/100_episodes = -66.94; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.74, 2024-12-10 16:34:37
Episode no = 59900; won: True; iter_time_steps = 19; Q(s,a) = 185.69335806690844; score = 502.0; mean_score/100_episodes = 224.94; reward = 93.0; mean_reward/100_episodes = -73.39; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.73, 2024-12-10 16:34:54
Episode no = 60000; won: False; iter_time_steps = 14; Q(s,a) = 50.85920392817574; score = -513.0; mean_score/100_episodes = 256.13; reward = -513.0; mean_reward/100_episodes = -54.56; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.76, 2024-12-10 16:35:10
Episode no = 60100; won: True; iter_time_steps = 30; Q(s,a) = 190.42566547219687; score = 491.0; mean_score/100_episodes = 165.23; reward = 82.0; mean_reward/100_episodes = -108.53; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.67, 2024-12-10 16:35:24
Episode no = 60200; won: True; iter_time_steps = 30; Q(s,a) = 184.08124153182555; score = 491.0; mean_score/100_episodes = 226.57; reward = 82.0; mean_reward/100_episodes = -71.76; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.73, 2024-12-10 16:35:38
Episode no = 60300; won: True; iter_time_steps = 50; Q(s,a) = 205.14184173668679; score = 471.0; mean_score/100_episodes = 317.55; reward = 62.0; mean_reward/100_episodes = -17.69; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.82, 2024-12-10 16:35:52
Episode no = 60400; won: True; iter_time_steps = 17; Q(s,a) = 172.6529610710981; score = 504.0; mean_score/100_episodes = 244.88; reward = 95.0; mean_reward/100_episodes = -61.66; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.75, 2024-12-10 16:36:09
Episode no = 60500; won: False; iter_time_steps = 35; Q(s,a) = 67.13526766385665; score = -524.0; mean_score/100_episodes = 224.72; reward = -523.0; mean_reward/100_episodes = -73.49; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.73, 2024-12-10 16:36:26
Episode no = 60600; won: True; iter_time_steps = 19; Q(s,a) = 162.69022086077146; score = 502.0; mean_score/100_episodes = 308.76; reward = 93.0; mean_reward/100_episodes = -22.38; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.81, 2024-12-10 16:36:40
Episode no = 60700; won: False; iter_time_steps = 14; Q(s,a) = 62.627386731954324; score = -503.0; mean_score/100_episodes = 277.35; reward = -502.0; mean_reward/100_episodes = -41.47; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.78, 2024-12-10 16:36:56
Episode no = 60800; won: False; iter_time_steps = 13; Q(s,a) = 57.549003303019404; score = -502.0; mean_score/100_episodes = 236.63; reward = -501.0; mean_reward/100_episodes = -65.67; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.74, 2024-12-10 16:37:12
Episode no = 60900; won: True; iter_time_steps = 20; Q(s,a) = 183.07844853090216; score = 501.0; mean_score/100_episodes = 277.85; reward = 92.0; mean_reward/100_episodes = -41.03; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.78, 2024-12-10 16:37:26
Episode no = 61000; won: True; iter_time_steps = 18; Q(s,a) = 196.36125552467257; score = 503.0; mean_score/100_episodes = 287.5; reward = 94.0; mean_reward/100_episodes = -35.44; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.79, 2024-12-10 16:37:41
Episode no = 61100; won: True; iter_time_steps = 17; Q(s,a) = 192.0597152828552; score = 504.0; mean_score/100_episodes = 206.65; reward = 95.0; mean_reward/100_episodes = -83.39; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.71, 2024-12-10 16:37:57
Episode no = 61200; won: False; iter_time_steps = 17; Q(s,a) = 52.385037817358366; score = -506.0; mean_score/100_episodes = 297.49; reward = -505.0; mean_reward/100_episodes = -29.54; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.8, 2024-12-10 16:38:12
Episode no = 61300; won: True; iter_time_steps = 18; Q(s,a) = 204.93933225017366; score = 503.0; mean_score/100_episodes = 337.25; reward = 94.0; mean_reward/100_episodes = -6.17; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.84, 2024-12-10 16:38:28
Episode no = 61400; won: True; iter_time_steps = 17; Q(s,a) = 180.58101842945015; score = 504.0; mean_score/100_episodes = 205.27; reward = 95.0; mean_reward/100_episodes = -84.86; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.71, 2024-12-10 16:38:45
Episode no = 61500; won: True; iter_time_steps = 30; Q(s,a) = 150.2949175505973; score = 491.0; mean_score/100_episodes = 286.87; reward = 82.0; mean_reward/100_episodes = -36.06; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.79, 2024-12-10 16:39:01
Episode no = 61600; won: True; iter_time_steps = 22; Q(s,a) = 191.07111070456443; score = 499.0; mean_score/100_episodes = 226.53; reward = 90.0; mean_reward/100_episodes = -71.81; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.73, 2024-12-10 16:39:17
Episode no = 61700; won: True; iter_time_steps = 17; Q(s,a) = 184.69667264976977; score = 504.0; mean_score/100_episodes = 237.12; reward = 95.0; mean_reward/100_episodes = -65.12; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.74, 2024-12-10 16:39:30
Episode no = 61800; won: True; iter_time_steps = 17; Q(s,a) = 192.07603376359785; score = 504.0; mean_score/100_episodes = 315.86; reward = 95.0; mean_reward/100_episodes = -19.25; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.82, 2024-12-10 16:39:47
Episode no = 61900; won: True; iter_time_steps = 19; Q(s,a) = 180.3800840114767; score = 502.0; mean_score/100_episodes = 295.98; reward = 93.0; mean_reward/100_episodes = -31.03; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.8, 2024-12-10 16:40:04
Episode no = 62000; won: False; iter_time_steps = 15; Q(s,a) = 54.20108155454383; score = -504.0; mean_score/100_episodes = 235.84; reward = -503.0; mean_reward/100_episodes = -66.48; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.74, 2024-12-10 16:40:21
Episode no = 62100; won: True; iter_time_steps = 27; Q(s,a) = 180.6417287831099; score = 494.0; mean_score/100_episodes = 306.49; reward = 85.0; mean_reward/100_episodes = -24.63; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.81, 2024-12-10 16:40:37
Episode no = 62200; won: True; iter_time_steps = 18; Q(s,a) = 176.4527179894307; score = 503.0; mean_score/100_episodes = 223.56; reward = 94.0; mean_reward/100_episodes = -74.77; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.73, 2024-12-10 16:40:56
Episode no = 62300; won: False; iter_time_steps = 21; Q(s,a) = 67.64573699823696; score = -510.0; mean_score/100_episodes = 216.41; reward = -509.0; mean_reward/100_episodes = -77.82; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.72, 2024-12-10 16:41:12
Episode no = 62400; won: False; iter_time_steps = 86; Q(s,a) = 48.572857161994044; score = -575.0; mean_score/100_episodes = 305.32; reward = -574.0; mean_reward/100_episodes = -25.69; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.81, 2024-12-10 16:41:29
Episode no = 62500; won: True; iter_time_steps = 27; Q(s,a) = 177.09422905115804; score = 494.0; mean_score/100_episodes = 245.72; reward = 85.0; mean_reward/100_episodes = -60.86; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.75, 2024-12-10 16:41:45
Episode no = 62600; won: True; iter_time_steps = 20; Q(s,a) = 203.5314425480044; score = 501.0; mean_score/100_episodes = 264.86; reward = 92.0; mean_reward/100_episodes = -49.74; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.77, 2024-12-10 16:42:02
Episode no = 62700; won: False; iter_time_steps = 28; Q(s,a) = 65.73080289209506; score = -517.0; mean_score/100_episodes = 246.81; reward = -516.0; mean_reward/100_episodes = -59.6; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.75, 2024-12-10 16:42:18
Episode no = 62800; won: True; iter_time_steps = 19; Q(s,a) = 199.6127694453482; score = 502.0; mean_score/100_episodes = 257.76; reward = 93.0; mean_reward/100_episodes = -52.86; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.76, 2024-12-10 16:42:33
Episode no = 62900; won: True; iter_time_steps = 17; Q(s,a) = 224.87955995278466; score = 504.0; mean_score/100_episodes = 225.25; reward = 95.0; mean_reward/100_episodes = -73.06; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.73, 2024-12-10 16:42:50
Episode no = 63000; won: True; iter_time_steps = 39; Q(s,a) = 218.44897565522214; score = 482.0; mean_score/100_episodes = 327.31; reward = 73.0; mean_reward/100_episodes = -11.99; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.83, 2024-12-10 16:43:06
Episode no = 63100; won: True; iter_time_steps = 17; Q(s,a) = 179.1659686482445; score = 504.0; mean_score/100_episodes = 197.13; reward = 95.0; mean_reward/100_episodes = -88.68; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.7, 2024-12-10 16:43:21
