Episode no = 100; won: False; iter_time_steps = 278; Q(s,a) = -0.8447302828915649; score = -567.0; mean_score/100_episodes = -526.07; reward = -546.0; mean_reward/100_episodes = -521.13; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.9866666666666667, win percentage = 0.0, 2024-12-10 02:00:52
Episode no = 16200; won: True; iter_time_steps = 169; Q(s,a) = 199.51235184500487; score = 1702.0; mean_score/100_episodes = 1306.07; reward = 1090.0; mean_reward/100_episodes = 795.22; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.63, 2024-12-10 10:48:16
Episode no = 16300; won: True; iter_time_steps = 239; Q(s,a) = 191.9191945631353; score = 1632.0; mean_score/100_episodes = 1341.09; reward = 1009.0; mean_reward/100_episodes = 789.06; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.61, 2024-12-10 10:50:46
Episode no = 16400; won: True; iter_time_steps = 203; Q(s,a) = 195.65631546844435; score = 2068.0; mean_score/100_episodes = 1475.48; reward = 1107.0; mean_reward/100_episodes = 878.21; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.7, 2024-12-10 10:53:21
Episode no = 16500; won: True; iter_time_steps = 151; Q(s,a) = 175.6963348760199; score = 2120.0; mean_score/100_episodes = 1402.07; reward = 1188.0; mean_reward/100_episodes = 845.67; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.7, 2024-12-10 10:55:56
Episode no = 16600; won: True; iter_time_steps = 151; Q(s,a) = 216.38613288234717; score = 1720.0; mean_score/100_episodes = 1400.79; reward = 1108.0; mean_reward/100_episodes = 839.71; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.71, 2024-12-10 10:59:00
Episode no = 16700; won: True; iter_time_steps = 158; Q(s,a) = 213.94637417135166; score = 1513.0; mean_score/100_episodes = 1361.09; reward = 1050.0; mean_reward/100_episodes = 798.39; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.63, 2024-12-10 11:01:51
Episode no = 16800; won: True; iter_time_steps = 161; Q(s,a) = 221.85069965151297; score = 1710.0; mean_score/100_episodes = 1339.7; reward = 1098.0; mean_reward/100_episodes = 793.94; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.61, 2024-12-10 11:04:41
Episode no = 16900; won: True; iter_time_steps = 184; Q(s,a) = 235.74297206748403; score = 1487.0; mean_score/100_episodes = 1391.33; reward = 1024.0; mean_reward/100_episodes = 815.74; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.66, 2024-12-10 11:07:26
Episode no = 17000; won: True; iter_time_steps = 175; Q(s,a) = 176.95152382558697; score = 1696.0; mean_score/100_episodes = 1384.77; reward = 1073.0; mean_reward/100_episodes = 817.61; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.65, 2024-12-10 11:10:35
Episode no = 17100; won: True; iter_time_steps = 158; Q(s,a) = 181.4913627002685; score = 1713.0; mean_score/100_episodes = 1421.02; reward = 1101.0; mean_reward/100_episodes = 844.53; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.73, 2024-12-10 11:13:24
Episode no = 17200; won: True; iter_time_steps = 172; Q(s,a) = 186.41040727460287; score = 1899.0; mean_score/100_episodes = 1421.73; reward = 1149.0; mean_reward/100_episodes = 831.29; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.68, 2024-12-10 11:16:18
Episode no = 17300; won: True; iter_time_steps = 210; Q(s,a) = 163.5515581005243; score = 1461.0; mean_score/100_episodes = 1406.89; reward = 1009.0; mean_reward/100_episodes = 842.8; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.69, 2024-12-10 11:18:58
Episode no = 17400; won: True; iter_time_steps = 223; Q(s,a) = 163.2703818555009; score = 1648.0; mean_score/100_episodes = 1397.84; reward = 1036.0; mean_reward/100_episodes = 819.2; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.69, 2024-12-10 11:21:58
Episode no = 17500; won: True; iter_time_steps = 229; Q(s,a) = 181.43103316400249; score = 1842.0; mean_score/100_episodes = 1315.92; reward = 1081.0; mean_reward/100_episodes = 755.61; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.6, 2024-12-10 11:24:52
Episode no = 17600; won: True; iter_time_steps = 198; Q(s,a) = 168.57177894216463; score = 2073.0; mean_score/100_episodes = 1234.06; reward = 1163.0; mean_reward/100_episodes = 708.59; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.55, 2024-12-10 11:27:35
Episode no = 17700; won: True; iter_time_steps = 204; Q(s,a) = 184.04350887535887; score = 1667.0; mean_score/100_episodes = 1217.89; reward = 1055.0; mean_reward/100_episodes = 696.63; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.51, 2024-12-10 11:30:39
Episode no = 17800; won: False; iter_time_steps = 50; Q(s,a) = 165.51603652842866; score = 21.0; mean_score/100_episodes = 1377.78; reward = -40.0; mean_reward/100_episodes = 804.23; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.63, 2024-12-10 11:33:22
Episode no = 17900; won: True; iter_time_steps = 149; Q(s,a) = 213.6438373018908; score = 1322.0; mean_score/100_episodes = 1338.76; reward = 1008.0; mean_reward/100_episodes = 774.43; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.64, 2024-12-10 11:36:14
Episode no = 18000; won: False; iter_time_steps = 74; Q(s,a) = 157.7674658907933; score = 417.0; mean_score/100_episodes = 1230.45; reward = 218.0; mean_reward/100_episodes = 721.84; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.57, 2024-12-10 11:39:00
Episode no = 18100; won: True; iter_time_steps = 142; Q(s,a) = 233.93523218387398; score = 1729.0; mean_score/100_episodes = 1320.97; reward = 1117.0; mean_reward/100_episodes = 792.92; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.66, 2024-12-10 11:41:36
Episode no = 18200; won: True; iter_time_steps = 185; Q(s,a) = 174.33620613891688; score = 1486.0; mean_score/100_episodes = 1230.37; reward = 1012.0; mean_reward/100_episodes = 729.63; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.58, 2024-12-10 11:44:17
Episode no = 18300; won: True; iter_time_steps = 184; Q(s,a) = 203.39109279931424; score = 1687.0; mean_score/100_episodes = 1276.74; reward = 1115.0; mean_reward/100_episodes = 749.48; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.66, 2024-12-10 11:46:58
Episode no = 18400; won: True; iter_time_steps = 139; Q(s,a) = 227.97260894743422; score = 1732.0; mean_score/100_episodes = 1315.01; reward = 1109.0; mean_reward/100_episodes = 800.35; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.66, 2024-12-10 11:49:29
Episode no = 18500; won: False; iter_time_steps = 98; Q(s,a) = 159.27780784308118; score = 573.0; mean_score/100_episodes = 1289.47; reward = 403.0; mean_reward/100_episodes = 770.92; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.6, 2024-12-10 11:51:49
Episode no = 18600; won: True; iter_time_steps = 150; Q(s,a) = 203.19358386280936; score = 1521.0; mean_score/100_episodes = 1394.04; reward = 1047.0; mean_reward/100_episodes = 839.63; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.69, 2024-12-10 11:54:31
Episode no = 18700; won: True; iter_time_steps = 189; Q(s,a) = 213.0859281288012; score = 1682.0; mean_score/100_episodes = 1461.28; reward = 1070.0; mean_reward/100_episodes = 870.78; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.68, 2024-12-10 11:57:16
Episode no = 18800; won: True; iter_time_steps = 187; Q(s,a) = 181.26929609232957; score = 1484.0; mean_score/100_episodes = 1354.97; reward = 1010.0; mean_reward/100_episodes = 805.89; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.68, 2024-12-10 11:59:46
Episode no = 18900; won: True; iter_time_steps = 239; Q(s,a) = 208.29035384265052; score = 2032.0; mean_score/100_episodes = 1386.96; reward = 1133.0; mean_reward/100_episodes = 829.57; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.67, 2024-12-10 12:02:09
Episode no = 19000; won: True; iter_time_steps = 174; Q(s,a) = 210.50621924218768; score = 1697.0; mean_score/100_episodes = 1403.72; reward = 1085.0; mean_reward/100_episodes = 835.21; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.67, 2024-12-10 12:04:50
Episode no = 19100; won: True; iter_time_steps = 163; Q(s,a) = 243.42231407760116; score = 2108.0; mean_score/100_episodes = 1461.43; reward = 1147.0; mean_reward/100_episodes = 867.41; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.7, 2024-12-10 12:07:26
Episode no = 19200; won: False; iter_time_steps = 106; Q(s,a) = 163.73630539876808; score = 345.0; mean_score/100_episodes = 1398.77; reward = 260.0; mean_reward/100_episodes = 816.09; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.64, 2024-12-10 12:09:55
Episode no = 19300; won: True; iter_time_steps = 173; Q(s,a) = 207.19033298721163; score = 2098.0; mean_score/100_episodes = 1464.03; reward = 1166.0; mean_reward/100_episodes = 887.02; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.74, 2024-12-10 12:12:38
Episode no = 19400; won: True; iter_time_steps = 230; Q(s,a) = 238.57661592988833; score = 2041.0; mean_score/100_episodes = 1500.94; reward = 1069.0; mean_reward/100_episodes = 912.1; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.78, 2024-12-10 12:15:08
Episode no = 19500; won: True; iter_time_steps = 158; Q(s,a) = 195.27008186668183; score = 2113.0; mean_score/100_episodes = 1408.62; reward = 1214.0; mean_reward/100_episodes = 871.39; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.75, 2024-12-10 12:17:46
Episode no = 19600; won: True; iter_time_steps = 158; Q(s,a) = 222.98113939556694; score = 1713.0; mean_score/100_episodes = 1531.47; reward = 1090.0; mean_reward/100_episodes = 939.67; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.8, 2024-12-10 12:20:21
Episode no = 19700; won: True; iter_time_steps = 209; Q(s,a) = 250.2069531849873; score = 2062.0; mean_score/100_episodes = 1410.22; reward = 1152.0; mean_reward/100_episodes = 852.99; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.72, 2024-12-10 12:22:54
Episode no = 19800; won: True; iter_time_steps = 139; Q(s,a) = 254.48735121207216; score = 1532.0; mean_score/100_episodes = 1457.95; reward = 1069.0; mean_reward/100_episodes = 899.96; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.77, 2024-12-10 12:25:23
Episode no = 19900; won: True; iter_time_steps = 207; Q(s,a) = 220.77554794263744; score = 1864.0; mean_score/100_episodes = 1396.8; reward = 1092.0; mean_reward/100_episodes = 867.36; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.75, 2024-12-10 12:27:53
Episode no = 20000; won: True; iter_time_steps = 176; Q(s,a) = 285.9221306786546; score = 1895.0; mean_score/100_episodes = 1468.16; reward = 1134.0; mean_reward/100_episodes = 901.86; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.79, 2024-12-10 12:30:29
Episode no = 20100; won: True; iter_time_steps = 171; Q(s,a) = 225.0122045501623; score = 1700.0; mean_score/100_episodes = 1379.01; reward = 1077.0; mean_reward/100_episodes = 843.56; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.69, 2024-12-10 12:32:59
Episode no = 20200; won: False; iter_time_steps = 162; Q(s,a) = 160.89943822486282; score = 829.0; mean_score/100_episodes = 1211.14; reward = 420.0; mean_reward/100_episodes = 740.65; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.59, 2024-12-10 12:35:21
Episode no = 20300; won: False; iter_time_steps = 66; Q(s,a) = 158.00425196268768; score = -35.0; mean_score/100_episodes = 1419.23; reward = 18.0; mean_reward/100_episodes = 855.14; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.74, 2024-12-10 12:37:56
Episode no = 20400; won: True; iter_time_steps = 159; Q(s,a) = 286.58524469511224; score = 1712.0; mean_score/100_episodes = 1422.22; reward = 1089.0; mean_reward/100_episodes = 856.67; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.73, 2024-12-10 12:40:40
Episode no = 20500; won: True; iter_time_steps = 190; Q(s,a) = 238.45793518995683; score = 2081.0; mean_score/100_episodes = 1411.14; reward = 1160.0; mean_reward/100_episodes = 853.58; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.72, 2024-12-10 12:43:27
Episode no = 20600; won: True; iter_time_steps = 170; Q(s,a) = 291.2989112970862; score = 2101.0; mean_score/100_episodes = 1434.16; reward = 1191.0; mean_reward/100_episodes = 861.25; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.7, 2024-12-10 12:46:12
Episode no = 20700; won: True; iter_time_steps = 208; Q(s,a) = 230.4941977521591; score = 1863.0; mean_score/100_episodes = 1376.11; reward = 1113.0; mean_reward/100_episodes = 837.43; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.7, 2024-12-10 12:48:49
Episode no = 20800; won: True; iter_time_steps = 173; Q(s,a) = 277.22098981064977; score = 1898.0; mean_score/100_episodes = 1313.56; reward = 1086.0; mean_reward/100_episodes = 804.53; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.63, 2024-12-10 12:51:06
Episode no = 20900; won: True; iter_time_steps = 155; Q(s,a) = 321.47931384459633; score = 1516.0; mean_score/100_episodes = 1412.37; reward = 1053.0; mean_reward/100_episodes = 861.35; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.69, 2024-12-10 12:53:30
Episode no = 21000; won: True; iter_time_steps = 188; Q(s,a) = 261.211655359525; score = 2083.0; mean_score/100_episodes = 1373.12; reward = 1122.0; mean_reward/100_episodes = 821.86; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.63, 2024-12-10 12:55:46
Episode no = 21100; won: True; iter_time_steps = 263; Q(s,a) = 281.4722176461293; score = 1608.0; mean_score/100_episodes = 1380.21; reward = 1007.0; mean_reward/100_episodes = 832.7; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.67, 2024-12-10 12:58:11
Episode no = 21200; won: True; iter_time_steps = 228; Q(s,a) = 256.8221345357761; score = 1843.0; mean_score/100_episodes = 1441.26; reward = 1060.0; mean_reward/100_episodes = 881.22; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.74, 2024-12-10 13:00:41
Episode no = 21300; won: True; iter_time_steps = 178; Q(s,a) = 272.7561823499358; score = 1693.0; mean_score/100_episodes = 1351.03; reward = 1081.0; mean_reward/100_episodes = 822.43; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.69, 2024-12-10 13:03:41
Episode no = 21400; won: False; iter_time_steps = 274; Q(s,a) = 162.69499545699756; score = 977.0; mean_score/100_episodes = 1360.9; reward = 454.0; mean_reward/100_episodes = 822.79; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.69, 2024-12-10 13:06:33
Episode no = 21500; won: True; iter_time_steps = 154; Q(s,a) = 232.49642986347433; score = 1517.0; mean_score/100_episodes = 1290.62; reward = 1054.0; mean_reward/100_episodes = 792.59; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.67, 2024-12-10 13:09:06
Episode no = 21600; won: True; iter_time_steps = 149; Q(s,a) = 316.3752285506859; score = 1522.0; mean_score/100_episodes = 1359.88; reward = 1048.0; mean_reward/100_episodes = 820.98; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.68, 2024-12-10 13:11:33
Episode no = 21700; won: False; iter_time_steps = 103; Q(s,a) = 190.52826634770818; score = 568.0; mean_score/100_episodes = 1174.49; reward = 336.0; mean_reward/100_episodes = 695.25; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.55, 2024-12-10 13:14:10
Episode no = 21800; won: True; iter_time_steps = 163; Q(s,a) = 280.7720349713859; score = 1308.0; mean_score/100_episodes = 1282.35; reward = 1005.0; mean_reward/100_episodes = 763.44; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.67, 2024-12-10 13:16:43
Episode no = 21900; won: True; iter_time_steps = 158; Q(s,a) = 356.0923603722193; score = 1513.0; mean_score/100_episodes = 1282.31; reward = 1050.0; mean_reward/100_episodes = 759.44; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.63, 2024-12-10 13:19:33
Episode no = 22000; won: False; iter_time_steps = 51; Q(s,a) = 156.42547541194492; score = -90.0; mean_score/100_episodes = 1225.19; reward = -44.0; mean_reward/100_episodes = 723.59; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.6, 2024-12-10 13:22:08
Episode no = 22100; won: True; iter_time_steps = 161; Q(s,a) = 335.50956497487556; score = 1910.0; mean_score/100_episodes = 1320.57; reward = 1149.0; mean_reward/100_episodes = 786.99; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.63, 2024-12-10 13:24:33
Episode no = 22200; won: True; iter_time_steps = 174; Q(s,a) = 285.0228314306506; score = 1897.0; mean_score/100_episodes = 1178.7; reward = 1125.0; mean_reward/100_episodes = 699.18; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.55, 2024-12-10 13:27:03
Episode no = 22300; won: True; iter_time_steps = 156; Q(s,a) = 350.92160468696414; score = 1515.0; mean_score/100_episodes = 1236.5; reward = 1052.0; mean_reward/100_episodes = 759.33; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.63, 2024-12-10 13:29:29
Episode no = 22400; won: True; iter_time_steps = 194; Q(s,a) = 356.9821852685769; score = 1877.0; mean_score/100_episodes = 1223.54; reward = 1105.0; mean_reward/100_episodes = 754.22; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.62, 2024-12-10 13:31:58
Episode no = 22500; won: True; iter_time_steps = 166; Q(s,a) = 315.47200662034294; score = 1505.0; mean_score/100_episodes = 1342.59; reward = 1053.0; mean_reward/100_episodes = 829.62; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.71, 2024-12-10 13:34:29
Episode no = 22600; won: True; iter_time_steps = 172; Q(s,a) = 376.7979497950149; score = 1899.0; mean_score/100_episodes = 1373.72; reward = 1149.0; mean_reward/100_episodes = 836.14; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.71, 2024-12-10 13:37:01
Episode no = 22700; won: True; iter_time_steps = 151; Q(s,a) = 276.9132049076066; score = 1920.0; mean_score/100_episodes = 1296.38; reward = 1148.0; mean_reward/100_episodes = 791.37; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.62, 2024-12-10 13:39:28
Episode no = 22800; won: False; iter_time_steps = 377; Q(s,a) = 163.4160935270751; score = 844.0; mean_score/100_episodes = 1401.54; reward = 278.0; mean_reward/100_episodes = 844.9; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.71, 2024-12-10 13:42:09
Episode no = 22900; won: True; iter_time_steps = 226; Q(s,a) = 366.7664096891051; score = 2045.0; mean_score/100_episodes = 1412.49; reward = 1135.0; mean_reward/100_episodes = 849.63; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.68, 2024-12-10 13:44:39
Episode no = 23000; won: False; iter_time_steps = 157; Q(s,a) = 159.78405262120063; score = 1054.0; mean_score/100_episodes = 1342.72; reward = 549.0; mean_reward/100_episodes = 823.33; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.68, 2024-12-10 13:47:14
Episode no = 23100; won: False; iter_time_steps = 315; Q(s,a) = 158.16805827559804; score = 866.0; mean_score/100_episodes = 1281.45; reward = 336.0; mean_reward/100_episodes = 750.9; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.59, 2024-12-10 13:50:20
Episode no = 23200; won: True; iter_time_steps = 142; Q(s,a) = 304.82602321003577; score = 1729.0; mean_score/100_episodes = 1318.46; reward = 1066.0; mean_reward/100_episodes = 774.17; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.61, 2024-12-10 13:52:55
Episode no = 23300; won: True; iter_time_steps = 172; Q(s,a) = 350.5287637010917; score = 1899.0; mean_score/100_episodes = 1273.7; reward = 1127.0; mean_reward/100_episodes = 732.7; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.56, 2024-12-10 13:55:41
Episode no = 23400; won: False; iter_time_steps = 52; Q(s,a) = 161.47255356497402; score = -181.0; mean_score/100_episodes = 1239.0; reward = -144.0; mean_reward/100_episodes = 738.61; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.6, 2024-12-10 13:58:11
Episode no = 23500; won: False; iter_time_steps = 104; Q(s,a) = 153.49668508159172; score = 347.0; mean_score/100_episodes = 1317.09; reward = 273.0; mean_reward/100_episodes = 772.85; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.63, 2024-12-10 14:00:59
Episode no = 23600; won: False; iter_time_steps = 239; Q(s,a) = 154.3322629322709; score = 592.0; mean_score/100_episodes = 1378.23; reward = 387.0; mean_reward/100_episodes = 825.04; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.65, 2024-12-10 14:03:31
Episode no = 23700; won: True; iter_time_steps = 143; Q(s,a) = 358.5929147111077; score = 1728.0; mean_score/100_episodes = 1282.23; reward = 1105.0; mean_reward/100_episodes = 781.34; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.65, 2024-12-10 14:06:01
Episode no = 23800; won: False; iter_time_steps = 260; Q(s,a) = 157.41715433543263; score = 931.0; mean_score/100_episodes = 1388.46; reward = 362.0; mean_reward/100_episodes = 845.25; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.7, 2024-12-10 14:08:29
Episode no = 23900; won: True; iter_time_steps = 150; Q(s,a) = 350.94729690464817; score = 1721.0; mean_score/100_episodes = 1410.54; reward = 1098.0; mean_reward/100_episodes = 840.64; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.74, 2024-12-10 14:11:29
Episode no = 24000; won: True; iter_time_steps = 273; Q(s,a) = 367.00897071147256; score = 1998.0; mean_score/100_episodes = 1363.41; reward = 1077.0; mean_reward/100_episodes = 832.97; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.71, 2024-12-10 14:14:09
Episode no = 24100; won: False; iter_time_steps = 224; Q(s,a) = 162.45077446690885; score = 837.0; mean_score/100_episodes = 1290.3; reward = 475.0; mean_reward/100_episodes = 796.69; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.68, 2024-12-10 14:16:42
Episode no = 24200; won: False; iter_time_steps = 91; Q(s,a) = 153.27970277047154; score = 360.0; mean_score/100_episodes = 1279.61; reward = 275.0; mean_reward/100_episodes = 774.21; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.66, 2024-12-10 14:19:33
